113.39811,31.688212,0.0
113.398168,31.688298,0.0
113.398111,31.688268,0.0
113.39802,31.68829,0.0
113.398068,31.688301,0.0
113.398219,31.688379,0.0
113.398169,31.688356,0.0
113.39827,31.688456,0.0
113.39822,31.688434,0.0
113.398119,31.688392,0.0
113.398076,31.688368,0.0
113.398028,31.688395,0.0
113.397997,31.68835,0.0
113.397952,31.688357,0.0
113.398322,31.688535,0.0
113.398272,31.688512,0.0
113.397928,31.688417,0.0
113.397881,31.688423,0.0
113.398167,31.688471,0.0
113.398116,31.688452,0.0
113.398171,31.688522,0.0
113.398226,31.688541,0.0
113.398059,31.688482,0.0
113.398014,31.688449,0.0
113.397959,31.688464,0.0
113.398324,31.688591,0.0
113.398373,31.688614,0.0
113.397855,31.688481,0.0
113.397804,31.688485,0.0
113.398424,31.688693,0.0
113.398374,31.68867,0.0
113.398475,31.688772,0.0
113.398425,31.688749,0.0
113.398526,31.688851,0.0
113.398476,31.688828,0.0
113.398273,31.68862,0.0
113.398225,31.688593,0.0
113.397883,31.688527,0.0
113.39794,31.688517,0.0
113.398135,31.688564,0.0
113.398171,31.688609,0.0
113.398082,31.688571,0.0
113.398044,31.688534,0.0
113.39798,31.688554,0.0
113.398323,31.688699,0.0
113.398271,31.688672,0.0
113.397776,31.68854,0.0
113.397724,31.688543,0.0
113.397862,31.688579,0.0
113.397804,31.688587,0.0
113.398374,31.688778,0.0
113.398321,31.68875,0.0
113.398577,31.68893,0.0
113.398527,31.688907,0.0
113.397644,31.688601,0.0
113.397695,31.688598,0.0
113.398425,31.688857,0.0
113.398372,31.688829,0.0
113.398476,31.688935,0.0
113.398423,31.688908,0.0
113.398212,31.688689,0.0
113.39816,31.688654,0.0
113.397962,31.688604,0.0
113.397901,31.688618,0.0
113.3981,31.688665,0.0
113.398058,31.688628,0.0
113.398002,31.68864,0.0
113.398262,31.688767,0.0
113.398206,31.688733,0.0
113.397782,31.688637,0.0
113.397724,31.688645,0.0
113.397883,31.688666,0.0
113.397822,31.688676,0.0
113.398313,31.688845,0.0
113.398256,31.688811,0.0
113.398627,31.689009,0.0
113.398578,31.688986,0.0
113.398678,31.689088,0.0
113.398629,31.689065,0.0
113.398729,31.689167,0.0
113.39868,31.689144,0.0
113.397614,31.688654,0.0
113.397562,31.688657,0.0
113.398527,31.689014,0.0
113.398474,31.688987,0.0
113.397641,31.6887,0.0
113.3977,31.688694,0.0
113.398364,31.688924,0.0
113.398307,31.688889,0.0
113.398415,31.689003,0.0
113.398358,31.688968,0.0
113.398142,31.688744,0.0
113.398089,31.688712,0.0
113.397925,31.688706,0.0
113.397983,31.688695,0.0
113.398027,31.688729,0.0
113.398193,31.688821,0.0
113.398136,31.688788,0.0
113.397739,31.688733,0.0
113.397803,31.688723,0.0
113.397841,31.688762,0.0
113.397902,31.688756,0.0
113.398244,31.6889,0.0
113.398188,31.688866,0.0
113.397528,31.688706,0.0
113.397473,31.688705,0.0
113.398578,31.689093,0.0
113.398525,31.689066,0.0
113.398629,31.689172,0.0
113.398576,31.689145,0.0
113.39878,31.689246,0.0
113.398731,31.689223,0.0
113.398831,31.689325,0.0
113.398782,31.689302,0.0
113.397436,31.68875,0.0
113.397379,31.688745,0.0
113.397285,31.688786,0.0
113.397342,31.688791,0.0
113.398627,31.689224,0.0
113.39868,31.689251,0.0
113.397554,31.688751,0.0
113.397616,31.688747,0.0
113.398466,31.689082,0.0
113.398409,31.689047,0.0
113.397654,31.688786,0.0
113.397719,31.688778,0.0
113.398295,31.688979,0.0
113.398238,31.688945,0.0
113.398346,31.689057,0.0
113.398289,31.689024,0.0
113.398024,31.688782,0.0
113.398079,31.688809,0.0
113.397929,31.688801,0.0
113.39798,31.688813,0.0
113.39813,31.688885,0.0
113.398079,31.688861,0.0
113.397816,31.688811,0.0
113.397757,31.688818,0.0
113.397846,31.688856,0.0
113.397898,31.688852,0.0
113.398182,31.688963,0.0
113.398129,31.688938,0.0
113.397463,31.688795,0.0
113.397526,31.688795,0.0
113.398517,31.689161,0.0
113.39846,31.689126,0.0
113.398568,31.68924,0.0
113.398511,31.689205,0.0
113.398731,31.68933,0.0
113.398678,31.689302,0.0
113.397194,31.688831,0.0
113.39725,31.688833,0.0
113.397105,31.688879,0.0
113.39716,31.68888,0.0
113.398882,31.689404,0.0
113.398833,31.689381,0.0
113.397071,31.688928,0.0
113.397016,31.688926,0.0
113.398782,31.689409,0.0
113.398729,31.689381,0.0
113.39737,31.688837,0.0
113.397434,31.688838,0.0
113.397341,31.68888,0.0
113.397278,31.688881,0.0
113.398619,31.689319,0.0
113.398562,31.689284,0.0
113.397566,31.688834,0.0
113.397632,31.688829,0.0
113.398397,31.689136,0.0
113.39834,31.689103,0.0
113.397731,31.688865,0.0
113.397671,31.688869,0.0
113.39818,31.689015,0.0
113.398232,31.689042,0.0
113.398283,31.689121,0.0
113.398231,31.689094,0.0
113.398024,31.688897,0.0
113.397981,31.688875,0.0
113.397929,31.688897,0.0
113.39808,31.688963,0.0
113.398025,31.688947,0.0
113.397762,31.688909,0.0
113.397818,31.688907,0.0
113.397848,31.688952,0.0
113.397908,31.688946,0.0
113.398126,31.689039,0.0
113.398077,31.689012,0.0
113.397474,31.688878,0.0
113.397542,31.688875,0.0
113.398448,31.689215,0.0
113.398391,31.689181,0.0
113.398499,31.689294,0.0
113.398442,31.68926,0.0
113.39867,31.689398,0.0
113.398613,31.689363,0.0
113.397188,31.688927,0.0
113.39725,31.688925,0.0
113.397098,31.688974,0.0
113.39716,31.688972,0.0
113.39698,31.688973,0.0
113.396923,31.688969,0.0
113.398933,31.689482,0.0
113.398884,31.68946,0.0
113.398833,31.689488,0.0
113.39878,31.68946,0.0
113.39707,31.689017,0.0
113.397006,31.689018,0.0
113.398721,31.689477,0.0
113.398664,31.689442,0.0
113.397381,31.688921,0.0
113.39745,31.688919,0.0
113.39729,31.688966,0.0
113.397358,31.688962,0.0
113.39855,31.689373,0.0
113.398493,31.689339,0.0
113.397643,31.688914,0.0
113.397581,31.688916,0.0
113.398334,31.6892,0.0
113.398282,31.689173,0.0
113.397673,31.688959,0.0
113.397732,31.688957,0.0
113.398176,31.689117,0.0
113.398123,31.689089,0.0
113.398227,31.689196,0.0
113.398173,31.689167,0.0
113.397939,31.688996,0.0
113.397989,31.688993,0.0
113.398023,31.689034,0.0
113.397762,31.689001,0.0
113.397822,31.688998,0.0
113.397855,31.689038,0.0
113.397913,31.689041,0.0
113.398069,31.689113,0.0
113.398018,31.689085,0.0
113.397552,31.688959,0.0
113.397489,31.68896,0.0
113.398384,31.689279,0.0
113.398332,31.689252,0.0
113.398383,31.689331,0.0
113.398435,31.689357,0.0
113.398601,31.689452,0.0
113.398544,31.689418,0.0
113.397267,31.689007,0.0
113.3972,31.689012,0.0
113.397177,31.689054,0.0
113.397109,31.689058,0.0
113.396829,31.68901,0.0
113.396886,31.689014,0.0
113.396977,31.689061,0.0
